#WORD	ANIMATE	INANIMATE	MALE	FEMALE	NEUTRAL	SINGULAR	PLURAL
国债	0	0	0	0	0	1	0
楼房	0	4	0	0	0	8	0
领航者	0	0	0	0	0	1	0
三十号	0	0	0	0	0	3	0
现场	0	3	0	0	0	85	0
局限性	0	0	0	0	0	2	0
牛肉	0	0	0	0	0	3	0
现址	0	0	0	0	0	2	0
肯尼亚	0	2	0	0	0	2	0
使用	0	0	0	0	0	4	0
结构	0	0	0	0	0	24	0
飞机	0	10	0	0	0	38	0
曲	0	0	0	0	0	7	0
曼	2	0	2	0	0	2	0
占荣	1	0	1	0	0	1	0
波特	0	0	0	0	0	1	0
轮胎	0	0	0	0	0	1	0
人数	0	0	0	0	0	16	3
taiwan	0	2	0	0	2	2	0
六点四十	0	0	0	0	0	2	0
家琪	0	0	0	0	0	2	0
九点	0	0	0	0	0	2	0
热点	0	0	0	0	0	10	0
水果刀	0	0	0	0	0	5	0
结果	0	0	0	0	0	46	0
好汉	0	0	0	0	0	2	0
田宏茂	6	0	2	0	0	6	0
管制	0	2	0	0	0	0	0
广告人	1	0	0	1	0	1	0
登记卡	0	1	0	0	0	1	0
回合	0	0	0	0	0	1	0
人质	0	0	0	0	0	7	0
晚上	0	0	0	0	0	39	0
自由党	0	8	0	0	0	11	0
车臣	0	0	0	0	0	11	0
洪森	6	0	0	0	0	6	0
中上游	0	0	0	0	0	2	0
大盘	0	0	0	0	0	2	0
美军	1	8	1	0	0	9	1
新闻稿	0	0	0	0	0	5	0
是	9	1	7	1	0	21	1
日子	0	0	0	0	0	7	0
白玉兰	0	0	0	0	0	4	0
损益	0	0	0	0	0	2	0
春	0	0	0	0	0	2	0
佛祖	0	0	0	0	0	1	0
期程	0	0	0	0	0	0	0
威海市	0	5	0	0	0	5	0
儿童	21	0	14	3	0	28	6
开发区	0	78	0	0	0	84	2
郭玉琴	3	0	0	0	0	3	0
七十年代	0	0	0	0	0	1	1
打压	0	0	0	0	0	4	0
金大中	15	0	11	0	0	15	0
获利	0	0	0	0	0	8	0
电报	0	0	0	0	0	2	0
冯今园	1	0	1	0	0	1	0
简·卡里斯特	1	0	0	1	0	1	0
动作	0	0	0	0	0	6	0
明	0	0	0	0	0	3	0
以往	0	0	0	0	0	15	0
连理	0	0	0	0	0	2	0
台独	0	2	0	0	0	2	0
鲍策	3	0	1	0	0	6	0
现金	0	0	0	0	0	3	0
圣德尼街	0	13	0	0	0	13	0
符拉基米尔普京	1	0	1	0	0	1	0
罗德里格斯	1	0	1	0	0	1	0
生达村	0	2	0	0	0	2	0
星	0	0	0	0	0	8	0
伤者	1	0	1	0	0	2	0
现在	0	0	0	0	0	692	0
群众	6	0	6	0	0	29	6
ｇｏｏｎ党	0	1	0	0	0	1	0
依照	0	0	0	0	0	1	0
回升	0	0	0	0	0	2	0
二十号	0	0	0	0	0	13	3
杨杰驰	7	0	7	0	0	7	0
红湖	0	2	0	0	0	2	0
使命感	0	0	0	0	0	6	0
郭杏红	2	0	0	0	0	2	0
张立昌	3	0	3	0	0	3	0
浮想	0	0	0	0	0	2	0
湛江港	0	0	0	0	0	2	0
架构	0	0	0	0	0	3	0
绯闻案	0	0	0	0	0	2	0
奎北克	2	2	0	0	0	2	0
监测	0	0	0	0	0	4	0
水准	0	0	0	0	0	2	0
礼拜天	0	0	0	0	0	1	0
南沙岛	0	2	0	0	0	2	0
天津市	0	18	0	0	0	18	0
街道	0	0	0	0	0	5	0
体制	0	1	0	0	0	32	0
奥莱布恩	2	0	2	0	0	2	0
丹瑞	1	0	0	0	0	1	0
散步	0	0	0	0	0	3	0
产权	0	0	0	0	0	2	0
幸运儿	2	0	2	0	0	2	0
王壮为	48	0	47	0	0	48	0
要求	0	0	0	0	0	18	0
鲍伯玛	2	0	0	0	0	2	0
四号	0	0	0	0	0	4	0
王子	1	0	1	0	0	1	0
余生者	0	0	0	0	0	2	0
哥哥	15	0	11	0	0	25	0
租赁业	0	0	0	0	0	1	0
晚	0	0	0	0	0	6	0
开放度	0	0	0	0	0	2	0
巴基斯坦	4	27	4	0	0	25	2
创业者	19	0	18	0	0	19	0
仪式	0	0	0	0	0	46	0
大门口	0	0	0	0	0	1	0
障碍赛	0	0	0	0	0	0	0
希望	0	0	0	0	0	7	0
栽培	0	0	0	0	0	2	0
委托	0	0	0	0	0	2	0
一九九三年	0	0	0	0	0	2	0
老两口	0	0	0	0	0	1	0
李春材	5	0	5	0	0	5	0
打击	0	0	0	0	0	1	0
残骸	0	0	0	0	0	1	0
基辛格	3	0	1	0	0	3	0
丁宜洲	1	0	0	0	0	1	0
枪	0	0	0	0	0	9	0
石佛群	0	4	0	0	0	4	2
黑脸	0	0	0	0	0	1	0
学系	0	1	0	0	0	0	0
吴晓灵	4	0	4	0	0	4	0
高科技业	0	0	0	0	0	2	0
回响	0	0	0	0	0	4	0
筹备处	0	3	0	0	0	0	0
海归	1	0	1	0	0	2	1
林	0	0	0	0	0	2	0
制定	0	0	0	0	0	3	0
郝传民	4	0	1	0	0	4	0
力作	0	0	0	0	0	1	0
公安局	0	3	0	0	0	3	0
申请量	0	0	0	0	0	2	0
利伯曼	2	0	0	0	0	2	0
尼泊尔	0	11	0	0	0	11	0
大卫·格尔根	1	0	1	0	0	1	0
热潮	0	0	0	0	0	22	0
团员	0	0	0	0	0	2	0
严庆章	6	0	6	0	0	6	4
驱逐舰	6	6	0	0	0	29	0
情节	0	0	0	0	0	2	0
纵横	0	0	0	0	0	3	0
抗先队	0	0	0	0	0	1	0
语言学界	0	0	0	0	0	1	0
徐益明	1	0	1	0	0	1	0
摩根史丹利	0	1	0	0	0	0	0
部分	0	3	0	0	0	26	1
起重机	0	0	0	0	0	6	0
高秀敏	4	0	0	0	0	2	2
训导处	0	3	0	0	0	3	0
语族	0	0	0	0	0	2	0
情色	0	0	0	0	0	1	0
是非	0	0	0	0	0	1	0
尼龙	0	0	0	0	0	9	0
灶王爷	0	0	0	0	0	3	0
桃园	0	9	0	0	0	9	0
柯	1	0	1	0	0	1	0
网址	0	0	0	0	0	1	0
双年展	0	0	0	0	0	2	0
柬	2	1	0	0	0	3	2
格言	0	0	0	0	0	1	0
范本	0	0	0	0	0	2	0
前夕	0	0	0	0	0	2	0
某	0	0	0	0	0	0	0
市政厅	0	3	0	0	0	3	0
维护	0	0	0	0	0	5	0
园区	0	2	0	0	0	14	0
生机	0	0	0	0	0	2	0
合唱团	0	18	0	0	0	1	0
山东省	0	7	0	0	0	7	0
施瓦辛格	1	0	1	0	0	1	0
外经贸部	0	4	0	0	0	0	0
前天	0	0	0	0	0	12	0
前夫	3	0	3	0	0	3	2
武汉	0	10	0	0	0	8	0
节目	2	0	0	0	0	49	2
光碟	0	3	0	0	4	6	0
重组	0	0	0	0	0	4	0
娜娜	3	0	3	0	0	3	0
岸边	0	0	0	0	0	3	0
洛阳市	0	1	0	0	0	1	0
蜡烛	0	0	0	0	0	3	0
副社长	0	0	0	0	0	2	0
山崖	0	0	0	0	0	2	0
disk	0	1	0	0	1	1	0
罗伯逊	2	0	0	0	0	2	0
二零零一年	0	0	0	0	0	2	0
澳门	0	232	0	0	0	232	1
黎柯飘	1	0	0	0	0	1	1
新闻社	0	0	0	0	0	2	0
小老弟	0	1	0	0	0	1	0
本	0	1	0	0	0	5	0
秘书	2	1	0	1	0	2	0
王露	1	0	0	0	0	1	0
定居者	1	0	1	0	0	5	1
彼得·贝克	1	0	1	0	0	1	0
港资	0	0	0	0	0	1	0
婴儿潮	1	0	1	0	0	4	1
朝	0	6	0	0	0	8	0
山顶	0	0	0	0	0	2	0
期	0	0	0	0	0	81	0
做好	0	0	0	0	0	1	0
阶级	0	0	0	0	0	2	0
提案	0	0	0	0	0	13	0
索引	0	0	0	0	0	3	0
刘心	2	0	2	0	0	2	0
张灿洪	1	0	0	0	0	1	0
月	0	0	0	0	0	103	6
立法	0	0	0	0	0	6	2
才华	0	0	0	0	0	2	0
杜正胜	1	0	0	0	0	1	0
有	2	3	2	0	1	16	1
旋律	0	0	0	0	0	4	0
吉野家	0	5	0	0	0	0	0
亚运	0	0	0	0	0	2	0
权益	0	0	0	0	0	14	0
结束	0	0	0	0	0	5	0
旗帜	0	0	0	0	0	2	0
最	0	0	0	0	0	6	0
王青	18	0	18	0	0	18	0
零售业	0	0	0	0	0	6	0
对比	0	0	0	0	0	2	0
七点四十分	0	0	0	0	0	1	0
板	4	0	4	0	0	7	4
加油站	0	0	0	0	0	5	0
轻纺	0	0	0	0	0	1	0
平大峡	1	0	0	0	0	1	0
东盟	0	7	0	0	0	0	0
走私	0	0	0	0	0	4	0
上班族	0	0	0	0	0	6	0
诺罗敦·拉那烈	1	0	0	0	0	1	0
杯	0	0	0	0	0	0	0
维持	0	2	0	0	0	1	0
迎春曲	0	0	0	0	0	1	0
多数派	1	1	1	0	0	2	1
来	4	0	4	0	0	5	0
民国	22	80	0	0	0	101	14
照相机	0	0	0	0	0	1	0
条	0	0	0	0	0	0	0
哈里斯	1	0	0	0	0	1	0
演职员	1	0	1	0	0	1	1
佩雷斯	5	0	0	0	0	5	0
比重	0	0	0	0	0	28	2
会考	0	0	0	0	0	2	0
村	0	17	0	0	0	24	0
黄辉珍	1	0	0	0	0	1	0
连锁店	0	0	0	0	0	9	0
东三环	0	0	0	0	0	4	0
静宜	0	3	0	0	0	3	0
李	3	0	3	0	0	3	0
以色列	18	340	6	0	0	340	19
证交所	0	9	0	0	0	2	0
陈粮	1	0	1	0	0	1	0
邓相扬	71	71	71	0	0	71	0
黄玉民	1	0	1	0	0	1	0
分房	0	0	0	0	0	2	0
郭凯	2	0	0	0	0	2	0
分所	0	0	0	0	0	2	0
空间站	0	1	0	0	1	8	0
杀	0	0	0	0	0	1	0
圣诞节	0	0	0	0	0	4	0
权	0	0	0	0	0	2	0
四海帮	0	4	0	0	0	0	0
制度	0	0	0	0	0	52	0
国籍	0	0	0	0	0	1	0
哥斯达黎加	0	1	0	0	0	1	0
东片区	0	0	0	0	0	2	0
汪严	3	0	3	0	0	3	0
二十世纪	0	0	0	0	0	4	0
铺垫	0	0	0	0	0	1	0
王淑桦	5	0	0	0	0	5	0
蔡智恒	8	0	8	0	0	8	0
火舌	0	0	0	0	0	1	0
张善政	4	0	0	0	0	4	0
周方	2	0	2	0	0	2	0
灰姑娘	1	0	0	0	0	2	0
科莱斯尼科夫	1	0	1	0	0	1	0
ｉ－８１	0	0	0	0	0	0	0
中研	0	1	0	0	0	0	0
展开	0	0	0	0	0	0	0
成大	0	2	0	0	0	0	0
气质	0	0	0	0	0	1	0
养生	0	0	0	0	0	1	0
分摊	0	0	0	0	0	1	0
塑身	0	0	0	0	0	2	0
水族业	0	0	0	0	0	2	0
消息	0	0	0	0	0	56	0
文文	4	0	0	4	0	4	0
氨纶丝	0	2	0	0	0	2	0
现钞	0	0	0	0	0	1	0
ｉ－６４	0	0	0	0	0	0	0
土石	0	0	0	0	0	2	0
揭露	0	0	0	0	0	1	0
转投资	0	0	0	0	0	0	0
选民	3	0	3	0	0	14	3
象牙塔	1	0	1	0	0	1	1
积蓄	0	0	0	0	0	1	0
货船	0	0	0	0	0	1	0
娃娃	2	0	0	1	0	8	0
利息	0	0	0	0	0	4	0
’	1	2	0	0	0	2	1
力劝	1	0	1	0	0	1	0
挟持案	0	0	0	0	0	2	0
”	0	36	0	0	0	31	0
詹姆士·卡梅隆	2	0	0	0	0	2	0
荣庆	1	0	0	0	0	1	0
肯尼迪	1	0	1	0	0	1	0
３７	2	0	0	2	0	2	0
网页	0	0	0	0	0	1	0
机理	0	0	0	0	0	2	0
蒙特利尔	0	1	0	0	0	1	0
服务处	0	0	0	0	0	3	0
郎君	0	0	0	0	0	1	0
粮油	0	2	0	0	0	0	0
久泰平	2	2	0	0	0	2	0
阳明山	0	1	0	0	0	1	0
张德培	1	0	0	0	0	1	0
五比	0	0	0	0	0	2	0
目击者	2	0	2	0	0	2	2
诗文	0	0	0	0	0	1	0
田明	7	0	0	7	0	7	0
自由区	0	7	0	0	0	7	0
毒性	0	0	0	0	0	1	0
野机车	0	0	0	0	0	2	0
人权	0	0	0	0	0	25	0
反共者	0	0	0	0	0	2	0
李登辉	21	0	10	0	0	21	0
辽宁队	2	0	0	0	0	2	0
戏剧集	0	0	0	0	0	2	0
雷马拉	0	2	0	0	0	2	0
选举人票	0	0	0	0	0	1	0
罪名	0	0	0	0	0	5	0
摘要	0	0	0	0	0	2	0
原始林	0	0	0	0	0	1	0
国军	0	5	0	0	0	9	0
停顿	0	0	0	0	0	0	0
花纳精	1	0	0	1	0	1	1
搞	0	0	0	0	0	1	0
哪里	0	1	0	0	0	1	0
搜	0	0	0	0	0	1	0
大隘社	31	31	31	0	0	31	31
萨姆·布朗贝克	1	0	1	0	0	1	0
委员会	6	80	6	0	0	48	6
笔意	0	0	0	0	0	1	0
外相	0	0	0	0	0	2	0
伍契奇	4	0	2	2	0	4	2
国内	24	80	5	0	6	123	20
人权周	0	0	0	0	0	2	0
座谈会	0	0	0	0	0	14	0
企市	0	0	0	0	0	2	0
埃里克·哈里斯	1	0	0	0	0	1	0
摆设	0	0	0	0	0	2	0
和平西路	0	2	0	0	0	2	0
签名	0	0	0	0	0	1	0
在职班	0	0	0	0	0	1	0
参观者	1	0	1	0	0	1	1
埃亚德马	2	0	0	0	0	2	0
千岛群岛	0	4	0	0	0	4	0
制式	0	0	0	0	0	2	0
投资	1	1	1	0	0	146	4
李铁映	6	0	6	0	0	6	6
开发商	1	0	1	0	0	2	0
理事	2	0	2	0	0	2	0
成员国	0	0	0	0	0	12	0
中情局	0	4	0	0	0	3	0
特纳	2	0	0	0	0	2	0
幅度	0	0	0	0	0	18	0
发明人	2	0	2	0	0	2	1
岛国	2	3	0	2	0	3	0
刑诉法	0	2	0	0	0	2	0
遵循	1	0	0	1	0	1	1
丝绸之路	0	0	0	0	0	4	0
汉内	1	0	0	0	0	1	0
核试	0	0	0	0	0	4	0
团结	0	0	0	0	0	4	0
水利部	0	2	0	0	0	0	0
小柠	2	0	2	0	0	2	0
洛洛	2	0	0	0	0	2	0
布朗	1	1	0	0	0	1	0
贪腐	0	0	0	0	0	1	0
傲冰	2	0	0	1	0	2	0
作协	0	0	0	0	0	1	0
明石康	2	0	0	0	0	2	0
哥国	0	11	0	0	0	11	0
邻国	1	2	1	0	0	5	0
传媒	0	0	0	0	0	2	0
排湾	6	6	0	0	0	6	6
摄	1	0	1	0	0	1	1
罗伯特·雷	3	0	0	0	0	3	0
薛岳	1	0	0	0	0	1	0
立法者	0	0	0	0	0	1	0
都会	0	3	0	0	0	5	0
赛事处	0	1	0	0	0	0	0
哥伦比亚	0	2	0	0	0	2	0
恳谈	0	0	0	0	0	1	0
方式	0	0	0	0	0	61	0
植物	0	0	0	0	0	5	0
书风	0	0	0	0	0	5	0
谢尔	1	0	0	0	0	1	0
点票	0	0	0	0	0	1	0
王光宇	1	0	0	0	0	1	0
梁成明任	4	0	0	0	0	4	0
狮垴山	0	1	0	0	0	1	0
功力	0	0	0	0	0	2	0
龙发塘	0	6	0	0	0	6	0
祖孙	1	0	0	1	0	1	1
搬家	0	0	0	0	0	0	0
案发	0	0	0	0	0	1	0
简历	0	0	0	0	0	3	0
许佳栋	1	0	0	0	0	1	0
涉及面	0	0	0	0	0	2	0
年头	0	0	0	0	0	2	0
船舱	0	0	0	0	0	1	0
战士	4	0	4	0	0	9	3
雷阿尔	0	1	0	0	0	1	0
沈国放	2	0	1	0	0	2	0
制造业	0	0	0	0	0	10	0
yinduasan	0	0	0	0	0	2	0
理查德·尼克松	1	0	1	0	0	1	0
蛇类	0	0	0	0	0	5	0
胡台丽	2	0	0	0	0	2	0
教育局	0	4	0	0	0	0	0
斗	0	0	0	0	0	2	0
斑	0	0	0	0	0	2	0
吴重远	1	0	1	0	0	1	0
吕丽丝	2	0	0	0	0	2	0
身分	0	0	0	0	0	2	0
ｅ－ｍａｉｌ	0	0	0	0	0	2	0
９８	0	0	0	0	0	2	0
弗吉尼亚州	1	19	0	0	0	18	1
店员	1	0	1	0	0	9	1
文	0	0	0	0	0	9	0
痛创	0	0	0	0	0	1	0
品尝	0	0	0	0	0	1	0
乔布拉	2	0	0	2	0	2	0
行为	0	0	0	0	0	20	0
美丽	0	0	0	0	0	5	0
燕赵男儿	0	0	0	0	0	1	0
蛋糕	0	0	0	0	0	1	0
战场	0	0	0	0	0	5	0
八月份	0	0	0	0	0	9	0
大将军	1	0	1	0	0	1	0
马尔科姆＊ｘ	1	0	0	0	0	1	0
电机系	0	2	0	0	0	0	0
新	0	0	0	0	0	3	0
梁永斌	1	0	1	0	0	1	0
援手	0	0	0	0	0	1	1
丁基奇	2	0	0	0	0	2	0
私人	1	0	1	0	0	1	0
台电	0	7	0	0	0	9	0
剧型	0	0	0	0	0	2	0
方	2	2	2	0	0	36	2
马克·雅各布森	1	0	0	0	0	1	0
值得	0	0	0	0	0	1	0
总部	1	1	1	0	0	18	0
遗憾	0	0	0	0	0	2	0
广场	0	7	0	0	0	9	0
康乃狄	0	1	0	0	0	1	0
张启越	2	0	2	0	0	2	0
行业	0	0	0	0	0	66	0
营志宏	2	0	2	0	0	2	0
高盛	0	2	0	0	0	2	0
环境	0	0	0	0	0	84	1
埃斯克洛弗特	1	0	1	0	0	1	0
渠道	0	0	0	0	0	20	0
窝点	0	0	0	0	0	1	0
九十年代	0	0	0	0	0	5	0
商企业	0	0	0	0	0	1	0
克雷地安	1	0	0	0	0	1	0
风格	0	0	0	0	0	9	2
旅	1	4	0	0	0	16	0
学童	0	0	0	0	0	5	0
补贴	0	0	0	0	0	4	0
圣人	2	0	2	0	0	8	0
国台语	0	0	0	0	0	2	0
校车	0	0	0	0	0	2	0
tesco	0	1	0	0	1	0	0
族	0	0	0	0	0	3	0
蚂蚁，	0	0	0	0	0	1	0
珍品	0	0	0	0	0	2	0
常态	0	0	0	0	0	2	0
时	0	0	0	0	0	2	0
指纹	0	0	0	0	0	2	0
覆盖率	0	0	0	0	0	5	2
曲耕莘	1	0	1	0	0	1	0
回国	1	0	0	1	0	1	0
小侯儿	0	0	0	0	0	2	0
将来	0	2	0	0	0	6	0
日	8	46	4	0	0	52	9
平壤	0	23	0	0	0	23	0
创意	0	0	0	0	0	9	0
在职生	8	0	7	0	0	9	7
方法论	0	0	0	0	0	2	0
广东省	0	9	0	0	0	9	0
吴淡如	4	0	0	0	0	4	0
工业园	0	0	0	0	0	2	0
传奇	0	0	0	0	0	1	0
小册子	0	0	0	0	0	1	0
迈克·华莱士	1	0	1	0	0	1	0
地皮	0	0	0	0	0	2	0
赵野民	1	0	0	0	0	1	0
许文圣	2	0	2	0	0	2	0
影迷们	0	0	0	0	0	1	0
国力	0	0	0	0	0	3	0
政	0	0	0	0	0	4	0
民调	0	0	0	0	0	7	0
金坚范	1	0	1	0	0	1	0
周末	0	0	0	0	0	6	0
难民	2	0	2	0	0	24	2
舒国孚	2	0	0	0	0	2	0
募集	0	0	0	0	0	1	0
共和国	3	30	1	0	0	33	2
办公	0	0	0	0	0	1	0
列车长	0	0	0	0	0	4	0
耕者	0	0	0	0	0	1	0
支	0	0	0	0	0	1	0
碟片	0	0	0	0	0	1	0
angstrom	0	0	0	0	0	1	0
赵启正	1	0	0	0	0	1	0
阿利森·韦思	1	0	0	0	0	1	0
户口	0	0	0	0	0	2	0
提高	0	0	0	0	0	17	0
名牌	0	0	0	0	0	5	0
让切克	0	0	0	0	0	2	0
ｈ股	0	0	0	0	0	3	0
敝	2	0	0	0	0	2	0
总量	0	0	0	0	0	10	0
法学院	0	5	0	0	0	0	0
边界	0	0	0	0	0	8	0
声学所	2	0	2	0	0	2	0
核四	0	7	0	0	0	43	0
唐勇	1	0	1	0	0	1	0
周期	0	0	0	0	0	3	0
中产阶级们	1	0	0	0	0	1	0
敌	0	1	0	0	0	0	0
文明	0	0	0	0	0	2	0
吴宗升	12	0	12	0	0	12	0
销售	0	0	0	0	0	4	0
绍族	0	0	0	0	0	2	0
张二臣	4	0	4	0	0	4	4
朱荣庆	1	0	0	0	0	1	0
故	0	0	0	0	0	1	0
刘召贤	3	0	0	0	0	3	0
许正雄	1	0	0	0	0	1	0
绪方贞子	2	0	0	2	0	2	0
行书	0	0	0	0	0	1	0
审理	0	0	0	0	0	4	0
江苏	19	68	0	0	0	70	22
需求量	0	0	0	0	0	9	0
数	0	0	0	0	0	6	0
什叶派	0	4	0	0	0	4	0
售价	0	0	0	0	0	2	0
运动会	0	4	0	0	0	40	0
舰艇	0	1	0	0	0	2	0
京杭	0	0	0	0	0	2	0
体协	0	0	0	0	0	2	0
陶瓷	0	0	0	0	0	6	0
苦水	0	0	0	0	0	1	0
珍妮佛	1	0	1	1	0	1	0
仲裁法	0	0	0	0	0	3	0
线条	0	0	0	0	0	6	0
持续	0	0	0	0	0	1	0
受难者	0	0	0	0	0	8	0
工伤者	6	0	6	0	0	6	5
林明义	3	0	3	0	0	3	0
梁鸿细	1	1	0	0	0	1	0
部件	0	0	0	0	0	1	0
海龟	0	2	0	0	0	7	0
地上	0	0	0	0	0	3	0
乡民	6	0	1	0	0	13	6
梭罗	1	0	0	0	0	1	0
余下	0	0	0	0	0	1	0
倒影	0	0	0	0	0	4	0
房间	0	0	0	0	0	4	0
游行	0	1	0	0	0	16	0
电影	0	0	0	0	0	28	0
援助款	0	0	0	0	0	7	0
验票	0	0	0	0	0	2	0
塞伦	0	1	0	0	0	1	0
晤谈	0	0	0	0	0	2	0
津巴布韦	0	4	0	0	0	4	0
天空	0	0	0	0	0	4	0
猜测	0	0	0	0	0	2	0
画廊	0	0	0	0	0	3	0
二月	0	0	0	0	0	1	0
哈利波特	0	0	0	0	0	2	0
店家	1	0	1	0	0	1	1
基本法	0	0	0	0	0	3	0
媒介	0	0	0	0	0	2	0
世界	0	1	0	0	0	93	3
哀悼日	0	0	0	0	0	2	0
主题	0	0	0	0	0	10	0
严树芬	1	0	1	0	0	1	0
郭龙臣	4	0	0	0	0	4	0
清单	0	0	0	0	0	1	0
找到	0	0	0	0	0	1	0
庐山	0	5	0	0	0	5	0
学科	0	0	0	0	0	2	0
起居室	0	0	0	0	0	2	0
地球	0	7	0	0	0	10	0
榴弹	0	0	0	0	0	1	0
参选人	1	0	1	0	0	1	0
凶案	0	0	0	0	0	2	0
东莞市	0	2	0	0	0	2	0
店子	0	0	0	0	0	2	0
佩琦	4	0	4	0	0	4	0
周恩来	1	0	0	0	0	1	0
通讯录	0	0	0	0	0	1	0
报	0	8	0	0	0	18	0
percy	2	0	2	0	0	2	0
护	0	0	0	0	0	2	0
异乡	0	2	0	0	0	2	0
日志	0	0	0	0	0	2	0
刘丽英	3	0	0	3	0	3	0
颜延龄	2	0	0	0	0	2	0
陶片	0	0	0	0	0	2	0
抗议者	0	0	0	0	0	5	0
乐队	0	0	0	0	0	1	0
交接	0	0	0	0	0	0	0
航线	0	0	0	0	0	8	0
专电	0	0	0	0	0	2	0
灯管	0	0	0	0	0	2	0
低位	0	0	0	0	0	2	0
现实	0	0	0	0	0	9	0
努力	0	0	0	0	0	26	2
震惊	1	1	0	0	0	1	1
拘留所	0	0	0	0	0	1	0
伤员	0	0	0	0	0	1	0
ａｐｅｃ	0	8	0	0	0	4	0
部位	0	0	0	0	0	1	0
产证	0	0	0	0	0	3	0
总协定	0	0	0	0	0	2	0
美商	0	0	0	0	0	2	0
抗议	0	0	0	0	0	2	0
张俊宏	4	0	4	0	0	4	0
九江	0	13	0	0	0	13	0
卡尔博特	1	0	1	0	0	1	0
了望	0	0	0	0	0	2	0
北弗州	2	10	0	0	0	10	0
娼妓	1	0	0	1	0	1	1
塞尔迪尔	1	0	0	0	0	1	0
影响力	0	0	0	0	0	5	0
总额	0	0	0	0	0	76	4
嘉雷	1	0	0	1	0	1	0
许木柱	6	0	0	0	0	6	0
台湾	302	916	0	0	39	931	222
党中央	0	1	0	0	0	1	0
中燕	1	0	1	0	0	1	0
找	0	0	0	0	0	1	0
批	0	0	0	0	0	2	0
前年	0	0	0	0	0	7	0
始末	0	0	0	0	0	1	0
奥加尔科夫	5	0	3	0	0	5	0
香港人	0	0	0	0	0	2	0
正本	0	0	0	0	0	1	0
严肃性	0	0	0	0	0	2	0
比如	0	0	0	0	0	0	0
所	2	1	1	0	0	6	2
扁	1	0	0	0	0	1	0
幼平	1	0	0	0	0	1	0
名次	0	0	0	0	0	2	0
手	0	0	0	0	0	13	0
杨洋	11	0	0	0	0	10	1
镇压	0	0	0	0	0	1	0
所长	6	0	4	0	0	8	0
危机感	0	0	0	0	0	1	0
罗马	0	4	0	0	0	4	0
郊区	0	0	0	0	0	1	0
境内外	0	0	0	0	0	3	0
打	1	0	1	0	0	2	1
规格	0	0	0	0	0	3	0
低价	0	0	0	0	0	2	0
鞍钢	0	1	0	0	0	1	0
痕迹	0	0	0	0	0	2	0
开业	0	1	0	0	0	1	0
实现	0	0	0	0	0	0	0
奥布赖恩	1	0	1	0	0	1	0
遗愿	0	0	0	0	0	2	0
枪支	0	0	0	0	0	3	0
作用	0	0	0	0	0	69	2
代理人	2	0	0	0	0	2	0
长达	0	0	0	0	0	1	0
警察局	1	4	1	0	0	11	1
户	1	0	0	0	0	2	0
延伸	0	0	0	0	0	2	0
因素	0	0	0	0	0	25	0
公祭	0	0	0	0	0	3	0
议案	0	0	0	0	0	18	0
房	0	0	0	0	0	13	0
交警	0	8	0	0	0	0	0
小时	0	0	0	0	0	33	0
尼克松	6	0	4	0	0	6	0
追求	1	1	0	0	0	1	0
广州	1	27	1	0	0	27	1
校园	0	1	0	0	0	9	0
伤口	0	0	0	0	0	1	0
戏	0	0	0	0	0	12	3
玩笑话	0	0	0	0	0	1	0
我	5411	174	681	494	0	5410	66
检察署	0	0	0	0	0	2	0
水中	0	0	0	0	0	2	0
行长	1	0	1	0	0	2	0
侨民	1	0	1	0	0	1	1
革命	0	0	0	0	0	6	0
战	0	0	0	0	0	16	0
屏幕	0	0	0	0	0	4	0
小易	1	0	1	0	0	1	0
叔父	0	0	0	0	0	1	0
麦芽	0	0	0	0	0	2	0
要点	0	0	0	0	0	4	0
艾斯特拉达	3	0	3	0	0	3	0
玻壳	0	9	0	0	0	19	0
延任	0	0	0	0	0	2	0
杨志发	3	0	3	0	0	3	0
顽石	1	0	1	0	0	1	0
男性	19	0	16	0	0	19	16
叶信义	1	0	0	0	0	1	0
陈明通	1	0	0	0	0	1	0
和尚	1	0	1	0	0	1	1
大武山	0	2	0	0	0	2	0
西子湾	0	2	0	0	0	2	0
死刑犯	2	0	2	0	0	2	2
常昊	1	0	0	0	0	1	0
堡垒	0	0	0	0	0	2	0
河北省	0	6	0	0	0	6	0
十运会	0	3	0	0	0	47	0
握手	0	0	0	0	0	2	0
友玉	1	0	1	0	0	1	0
spa	0	10	0	0	9	10	1
园地	0	1	0	0	0	1	0
线材厂	0	0	0	0	0	2	0
今年	0	1	0	0	0	212	0
碎片	0	0	0	0	0	3	0
器材	0	0	0	0	0	6	0
彭明敏	2	0	1	0	0	2	1
教父	0	0	0	0	0	2	0
英文	0	1	0	0	0	49	0
香音	1	0	0	1	0	1	0
提	0	0	0	0	0	2	0
服饰店	0	0	0	0	0	1	0
朱丽亚·希尔	3	0	3	3	0	3	0
切萨皮克湾	0	1	0	0	0	1	0
投产率	0	0	0	0	0	3	0
批准	0	0	0	0	0	5	0
政界	0	0	0	0	0	1	0
脸庞	0	0	0	0	0	2	0
舅舅	0	0	0	0	0	9	0
高峰期	0	0	0	0	0	2	0
提名人	0	0	0	0	0	1	0
堤坝	0	0	0	0	0	5	0
媒体	5	2	3	0	0	37	5
年年	0	0	0	0	0	0	0
候选人	26	0	19	0	0	30	17
月神	0	0	0	0	0	3	0
绝大部分	0	0	0	0	0	2	0
圣胡安市	0	2	0	0	0	2	0
